id,section,domain,keywords,language,title,speaker,channel,format,durationMinutes,url,platform,viewCount,sourceTier,recommendation,status,collectedOn,notes,videoId,focusArea,publishedAt,subtitleLanguages,subtitleTracks,subtitlesVerified,subtitleVerificationScope,metadataVerifiedVia,metadataVerificationStatus,lastVerifiedAt,lastVerificationAttemptAt,metadataVerificationError,publishedAtVerified,seriesId,seriesTitle,seriesOrder
ST-038,Interview,Robotics / Embodied AI,Robotics / Embodied AI,English,Season 1 Ep. 22 OpenAI's Ilya Sutskever: The man who made AI work,To be added,The Robot Brains Podcast,Podcast Interview,79,https://www.youtube.com/watch?v=fCoavgGZ64Y,YouTube,178179,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,"79-minute podcast interview on The Robot Brains Podcast, centered on robotics and embodied AI. Core selection for the Robotics shelf; part of The Robot Brains Podcast, published 2021-09-21 (~178k views).",fCoavgGZ64Y,Robotics,2021-09-21,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true,robot-brains-podcast,The Robot Brains Podcast,20210921
ST-039,Interview,Deep Learning / Research Trends,Large Language Models,English,He Co-Invented the Transformer. Now: Continuous Thought Machines [Llion Jones / Luke Darlow],He Co-Invented the Transformer. Now,Machine Learning Street Talk,In-depth Interview,73,https://www.youtube.com/watch?v=DtePicx_kFY,YouTube,107255,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,"He Co-Invented the Transformer. Now — 73-minute in-depth interview on Machine Learning Street Talk, centered on deep learning and research trends. Core selection in the ScholarTube catalog; part of Machine Learning Street Talk Interviews, published 2025-11-23 (~107k views).",DtePicx_kFY,Other,2025-11-23,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true,machine-learning-street-talk-interviews,Machine Learning Street Talk Interviews,20251123
ST-040,Interview,AI Startups / Foundation Models,Foundation Models / World Models,English,No Priors Ep. 80 | With Andrej Karpathy from OpenAI and Tesla,Andrej Karpathy from OpenAI and Tesla,"No Priors: AI, Machine Learning, Tech, & Startups",Podcast Interview,44,https://www.youtube.com/watch?v=hM_h0UA7upI,YouTube,239349,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,"Andrej Karpathy from OpenAI and Tesla — 44-minute podcast interview on No Priors: AI, Machine Learning, Tech, & Startups, centered on AI startups and foundation models. Core selection for the World Model shelf; part of No Priors, published 2024-09-05 (~239k views).",hM_h0UA7upI,World Model,2024-09-05,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true,no-priors-podcast,No Priors,20240905
ST-041,Interview,Generative AI / Developers,Generative AI,English,Long Live Context Engineering - with Jeff Huber of Chroma,Jeff Huber of Chroma,Latent Space,In-depth Interview,57,https://www.youtube.com/watch?v=pIbIZ_Bxl_g,YouTube,60410,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,"Jeff Huber of Chroma — 57-minute in-depth interview on Latent Space, centered on generative AI and developers. Core selection in the ScholarTube catalog; part of Latent Space Interviews, published 2025-08-19.",pIbIZ_Bxl_g,Other,2025-08-19,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true,latent-space-interviews,Latent Space Interviews,20250819
ST-042,Interview,Deep Learning / Research Trends,AI Education,English,The Elegant Math Behind Machine Learning,Anil Ananthaswamy,Machine Learning Street Talk,In-depth Interview,113,https://www.youtube.com/watch?v=URtF_UHYBSo,YouTube,551367,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,"Anil Ananthaswamy — 113-minute in-depth interview on Machine Learning Street Talk, centered on deep learning and research trends. Core selection in the ScholarTube catalog; part of Machine Learning Street Talk Interviews, published 2024-11-03 (~551k views).",URtF_UHYBSo,Other,2024-11-03,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true,machine-learning-street-talk-interviews,Machine Learning Street Talk Interviews,20241103
ST-043,Interview,MLOps / Applied AI,Generative AI; AI Systems / MLOps,English,Jeremy Howard of fast.ai— The Simple but Profound Insight Behind Diffusion,Jeremy Howard,Weights & Biases,In-depth Interview,73,https://www.youtube.com/watch?v=HhGOGuJY1Wk,YouTube,52651,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,"Jeremy Howard — 73-minute in-depth interview on Weights & Biases, centered on MLOps and applied AI. Core selection for the Vision shelf; part of Weights & Biases Interviews, published 2023-01-05.",HhGOGuJY1Wk,Vision,2023-01-05,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true,weights-and-biases-interviews,Weights & Biases Interviews,20230105
ST-044,Interview,Deep Learning / Research Trends,Deep Learning,English,"Intelligence is collective, not artificial — Prof. Michael I. Jordan (UC Berkeley / Inria)","Intelligence is collective, not artificial",Machine Learning Street Talk,In-depth Interview,77,https://www.youtube.com/watch?v=AREWYbVtX64,YouTube,38070,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,"Intelligence is collective, not artificial — 77-minute in-depth interview on Machine Learning Street Talk, centered on deep learning and research trends. Core selection in the ScholarTube catalog; part of Machine Learning Street Talk Interviews, published 2026-05-20.",AREWYbVtX64,Other,2026-05-20,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true,machine-learning-street-talk-interviews,Machine Learning Street Talk Interviews,20260520
ST-045,Interview,Deep Learning / Research Trends,AI Education,English,Why LeCun Thinks Deep Learning Isn't Enough — Yann LeCun,Why LeCun Thinks Deep Learning Isn't Enough,Machine Learning Street Talk,In-depth Interview,200,https://www.youtube.com/watch?v=86ib0sfdFtw,YouTube,172306,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,"Why LeCun Thinks Deep Learning Isn't Enough — 200-minute in-depth interview on Machine Learning Street Talk, centered on deep learning and research trends. Core selection in the ScholarTube catalog; part of Machine Learning Street Talk Interviews, published 2022-01-04 (~172k views).",86ib0sfdFtw,Other,2022-01-04,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true,machine-learning-street-talk-interviews,Machine Learning Street Talk Interviews,20220104
ST-046,Interview,AI Startups / Foundation Models,Robotics / Embodied AI; Foundation Models / World Models,English,"NVIDIA’s Jensen Huang on Reasoning Models, Robotics, and Refuting the “AI Bubble” Narrative",To be added,"No Priors: AI, Machine Learning, Tech, & Startups",In-depth Interview,76,https://www.youtube.com/watch?v=k-xtmISBCNE,YouTube,64113,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,"76-minute in-depth interview on No Priors: AI, Machine Learning, Tech, & Startups, centered on AI startups and foundation models. Core selection for the World Model shelf; part of No Priors, published 2026-01-08.",k-xtmISBCNE,World Model,2026-01-08,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true,no-priors-podcast,No Priors,20260108
ST-047,Interview,Deep Learning / Research Trends,Deep Learning,English,AI Isn't Creative [Prof. Kenneth Stanley],To be added,Machine Learning Street Talk,In-depth Interview,136,https://www.youtube.com/watch?v=KKUKikuV58o,YouTube,22042,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,"136-minute in-depth interview on Machine Learning Street Talk, centered on deep learning and research trends. Core selection in the ScholarTube catalog; part of Machine Learning Street Talk Interviews, published 2025-07-06.",KKUKikuV58o,Other,2025-07-06,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true,machine-learning-street-talk-interviews,Machine Learning Street Talk Interviews,20250706
ST-048,Interview,AI Startups / Foundation Models,Foundation Models / World Models,English,Re-engineering the Semiconductor Supply Chain with Intel CEO Lip Bu Tan,Intel CEO Lip Bu Tan,"No Priors: AI, Machine Learning, Tech, & Startups",In-depth Interview,45,https://www.youtube.com/watch?v=asCgCv2XB4s,YouTube,47244,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,"Intel CEO Lip Bu Tan — 45-minute in-depth interview on No Priors: AI, Machine Learning, Tech, & Startups, centered on AI startups and foundation models. Core selection in the ScholarTube catalog; part of No Priors, published 2026-06-18.",asCgCv2XB4s,Other,2026-06-18,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true,no-priors-podcast,No Priors,20260618
ST-049,Interview,Machine Learning / Engineering Practice,Robotics / Embodied AI; Foundation Models / World Models,English,π0: A Foundation Model for Robotics with Sergey Levine - 719,Sergey Levine,The TWIML AI Podcast with Sam Charrington,In-depth Interview,52,https://www.youtube.com/watch?v=5mY71rGXAkM,YouTube,25680,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,"Sergey Levine — 52-minute in-depth interview on The TWIML AI Podcast with Sam Charrington, centered on machine learning and engineering practice. Core selection for the Robotics shelf; part of The TWIML AI Podcast, published 2025-02-17.",5mY71rGXAkM,Robotics,2025-02-17,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true,twiml-ai-podcast,The TWIML AI Podcast,20250217
ST-050,Interview,AI Systems / Accelerated Computing,AI Systems / MLOps,English,Inside Nemotron & NVIDIA’s AI Lab | Bryan Catanzaro,NVIDIA,The MAD Podcast with Matt Turck and NVIDIA,In-depth Interview,83,https://www.youtube.com/watch?v=Oojrfdl42LI,YouTube,19596,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,"NVIDIA — 83-minute in-depth interview on The MAD Podcast with Matt Turck and NVIDIA, centered on AI systems and accelerated computing. Core selection in the ScholarTube catalog.",Oojrfdl42LI,Other,2026-07-02,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true,,,
ST-051,Interview,Generative AI / Developers,Generative AI; Agents,English,The Agent Cloud: Databricks’ Bet on the Future of AI — Matei Zaharia and Reynold Xin,The Agent Cloud,Latent Space,In-depth Interview,70,https://www.youtube.com/watch?v=Yp_u1NpbkJg,YouTube,21866,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,"The Agent Cloud — 70-minute in-depth interview on Latent Space, centered on generative AI and developers. Core selection for the Agent shelf; part of Latent Space Interviews, published 2026-06-24.",Yp_u1NpbkJg,Agent,2026-06-24,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true,latent-space-interviews,Latent Space Interviews,20260624
ST-052,Interview,AI Startups / Foundation Models,Foundation Models / World Models,English,No Priors Ep. 65 | With Scale AI CEO Alexandr Wang,Scale AI CEO Alexandr Wang,"No Priors: AI, Machine Learning, Tech, & Startups",Podcast Interview,39,https://www.youtube.com/watch?v=2SWRU7YOd6c,YouTube,19159,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,"Scale AI CEO Alexandr Wang — 39-minute podcast interview on No Priors: AI, Machine Learning, Tech, & Startups, centered on AI startups and foundation models. Core selection in the ScholarTube catalog; part of No Priors, published 2024-05-22.",2SWRU7YOd6c,Other,2024-05-22,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true,no-priors-podcast,No Priors,20240522
ST-053,Interview,Robotics / Embodied AI,Robotics / Embodied AI,English,Season 1 Ep.1 Andrej Karpathy on the visionary AI in Tesla's autonomous driving,To be added,The Robot Brains Podcast,Podcast Interview,80,https://www.youtube.com/watch?v=PlLmdTcsAWU,YouTube,86329,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,"80-minute podcast interview on The Robot Brains Podcast, centered on robotics and embodied AI. Core selection for the Robotics shelf; part of The Robot Brains Podcast, published 2021-09-21.",PlLmdTcsAWU,Robotics,2021-09-21,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true,robot-brains-podcast,The Robot Brains Podcast,20210921.01
ST-054,Interview,AI Startups / Foundation Models,Foundation Models / World Models,English,Scaling Global Organizations in the Age of AI with ServiceNow Chairman and CEO Bill McDermott,ServiceNow Chairman and CEO Bill McDermott,"No Priors: AI, Machine Learning, Tech, & Startups",In-depth Interview,57,https://www.youtube.com/watch?v=tNNFJa5pUEg,YouTube,47814,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,"ServiceNow Chairman and CEO Bill McDermott — 57-minute in-depth interview on No Priors: AI, Machine Learning, Tech, & Startups, centered on AI startups and foundation models. Core selection in the ScholarTube catalog; part of No Priors, published 2026-04-17.",tNNFJa5pUEg,Other,2026-04-17,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true,no-priors-podcast,No Priors,20260417
ST-055,Interview,Robotics / Embodied AI,Robotics / Embodied AI,English,Season 1 Ep. 20 Fei-Fei Li on revolutionizing AI for the real world,To be added,The Robot Brains Podcast,Podcast Interview,73,https://www.youtube.com/watch?v=YE1UDwksAOc,YouTube,19020,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,"73-minute podcast interview on The Robot Brains Podcast, centered on robotics and embodied AI. Core selection for the Robotics shelf; part of The Robot Brains Podcast, published 2021-08-17.",YE1UDwksAOc,Robotics,2021-08-17,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true,robot-brains-podcast,The Robot Brains Podcast,20210817
ST-056,Interview,Generative AI / Developers,Generative AI,English,Greg Brockman on OpenAI's Road to AGI,To be added,Latent Space,In-depth Interview,69,https://www.youtube.com/watch?v=35ZWesLrv5A,YouTube,71977,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,"69-minute in-depth interview on Latent Space, centered on generative AI and developers. Core selection in the ScholarTube catalog; part of Latent Space Interviews, published 2025-08-15.",35ZWesLrv5A,Other,2025-08-15,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true,latent-space-interviews,Latent Space Interviews,20250815
ST-057,Interview,AI Systems / Accelerated Computing,AI Systems / MLOps,English,AI Research Breakthroughs from NVIDIA Research (Hosted by Karoly of Two Minute Papers) | NVIDIA GTC,To be added,NVIDIA Developer and Two Minute Papers,In-depth Interview,40,https://www.youtube.com/watch?v=d5wm5hvNybg,YouTube,26922,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,"40-minute in-depth interview on NVIDIA Developer and Two Minute Papers, centered on AI systems and accelerated computing. Core selection in the ScholarTube catalog.",d5wm5hvNybg,Other,2026-04-01,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true,,,
